GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E3N001,E3N002,E3N003,E3N004,E3N005,E3N006,E3N007,E3N008,E3N009
GIS Join Match Code,Data File Year,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Reservation/Trust Lands Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,County Name,County Code,County Subdivision Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,5-Digit ZIP Code Code,Congressional District (103rd) Code,Area Name/PSAD Term/Part Indicator,Native (001-099): Born in State of residence,"Native (001-099): Born in other State in the United States (001-059): Northeast (009, 023, 025, 033-034, 036, 042-044, 050)","Native (001-099): Born in other State in the United States (001-059): Midwest (017-020, 026-027, 029, 031, 038-039, 046, 055)","Native (001-099): Born in other State in the United States (001-059): South (001, 005, 010-014, 021-022, 024, 028, 037, 040, 045, 047-048, 051-052, 054)","Native (001-099): Born in other State in the United States (001-059): West (002-004, 006-008, 015-016, 030, 032, 035, 041, 049, 053, 056-059)",Native (001-099): Born outside the United States (060-099): Puerto Rico (072-075),"Native (001-099): Born outside the United States (060-099): U.S. outlying area (060-071, 076-099)",Native (001-099): Born outside the United States (060-099): Born abroad of American parent(s),Foreign born (100-999)
"G2101110","1990",,,,,,,,,,"Jefferson","111",,"6","4520",,"9999","3","Kentucky","21",,,,,"Jefferson County",514499,18696,58317,52117,8383,212,47,2941,9725
"G2101130","1990",,,,,,,,,,"Jessamine","113",,"6","4280",,"9999","3","Kentucky","21",,,,,"Jessamine County",22041,1066,3438,2661,618,10,0,297,377
"G2101150","1990",,,,,,,,,,"Johnson","115",,"6","9999",,"9999","3","Kentucky","21",,,,,"Johnson County",19628,159,1756,1419,185,0,0,21,80
"G2101170","1990",,,,,,,,,,"Kenton","117",,"6","1642",,"1640","3","Kentucky","21",,,,,"Kenton County",98284,3226,30854,6269,1691,25,13,436,1233
"G2101190","1990",,,,,,,,,,"Knott","119",,"6","9999",,"9999","3","Kentucky","21",,,,,"Knott County",16009,87,1264,444,51,16,0,9,26
"G2101210","1990",,,,,,,,,,"Knox","121",,"6","9999",,"9999","3","Kentucky","21",,,,,"Knox County",25564,119,2470,1305,125,0,0,31,62
"G2101230","1990",,,,,,,,,,"Larue","123",,"6","9999",,"9999","3","Kentucky","21",,,,,"Larue County",10359,96,615,450,121,0,5,25,8
"G2101250","1990",,,,,,,,,,"Laurel","125",,"6","9999",,"9999","3","Kentucky","21",,,,,"Laurel County",36193,315,4333,2079,288,11,0,109,110
"G2101270","1990",,,,,,,,,,"Lawrence","127",,"6","9999",,"9999","3","Kentucky","21",,,,,"Lawrence County",10487,124,1455,1731,134,0,0,24,43
"G2101290","1990",,,,,,,,,,"Lee","129",,"6","9999",,"9999","3","Kentucky","21",,,,,"Lee County",6435,52,721,154,28,0,0,19,13
"G2101310","1990",,,,,,,,,,"Leslie","131",,"6","9999",,"9999","3","Kentucky","21",,,,,"Leslie County",12503,41,661,367,46,0,0,2,22
"G2101330","1990",,,,,,,,,,"Letcher","133",,"6","9999",,"9999","3","Kentucky","21",,,,,"Letcher County",22889,155,1489,2183,98,0,0,97,89
"G2101350","1990",,,,,,,,,,"Lewis","135",,"6","9999",,"9999","3","Kentucky","21",,,,,"Lewis County",8787,113,3726,339,35,0,0,20,9
"G2101370","1990",,,,,,,,,,"Lincoln","137",,"6","9999",,"9999","3","Kentucky","21",,,,,"Lincoln County",17596,96,1455,677,126,0,0,60,35
"G2101390","1990",,,,,,,,,,"Livingston","139",,"6","9999",,"9999","3","Kentucky","21",,,,,"Livingston County",7095,99,1114,605,97,0,0,23,29
"G2101410","1990",,,,,,,,,,"Logan","141",,"6","9999",,"9999","3","Kentucky","21",,,,,"Logan County",19621,323,1262,2950,141,6,0,42,71
"G2101430","1990",,,,,,,,,,"Lyon","143",,"6","9999",,"9999","3","Kentucky","21",,,,,"Lyon County",4895,72,1104,412,112,0,0,10,19
"G2101450","1990",,,,,,,,,,"McCracken","145",,"6","9999",,"9999","3","Kentucky","21",,,,,"McCracken County",43861,1057,8975,7410,881,9,5,206,475
"G2101470","1990",,,,,,,,,,"McCreary","147",,"6","9999",,"9999","3","Kentucky","21",,,,,"McCreary County",11008,58,1892,2473,89,0,0,37,46
"G2101490","1990",,,,,,,,,,"McLean","149",,"6","9999",,"9999","3","Kentucky","21",,,,,"McLean County",8575,22,582,328,86,0,2,19,14
"G2101510","1990",,,,,,,,,,"Madison","151",,"6","9999",,"9999","3","Kentucky","21",,,,,"Madison County",44293,1184,6185,4187,839,0,0,238,582
"G2101530","1990",,,,,,,,,,"Magoffin","153",,"6","9999",,"9999","3","Kentucky","21",,,,,"Magoffin County",11735,23,1076,243,0,0,0,0,0
"G2101550","1990",,,,,,,,,,"Marion","155",,"6","9999",,"9999","3","Kentucky","21",,,,,"Marion County",15470,109,422,309,109,0,0,46,34
"G2101570","1990",,,,,,,,,,"Marshall","157",,"6","9999",,"9999","3","Kentucky","21",,,,,"Marshall County",19308,381,4352,2719,222,11,19,72,121
"G2101590","1990",,,,,,,,,,"Martin","159",,"6","9999",,"9999","3","Kentucky","21",,,,,"Martin County",9979,30,953,1500,44,0,3,11,6
"G2101610","1990",,,,,,,,,,"Mason","161",,"6","9999",,"9999","3","Kentucky","21",,,,,"Mason County",14306,162,1537,490,83,0,0,39,49
"G2101630","1990",,,,,,,,,,"Meade","163",,"6","9999",,"9999","3","Kentucky","21",,,,,"Meade County",14572,1022,2710,3419,974,79,16,889,489
"G2101650","1990",,,,,,,,,,"Menifee","165",,"6","9999",,"9999","3","Kentucky","21",,,,,"Menifee County",4245,57,420,327,24,0,4,6,9
"G2101670","1990",,,,,,,,,,"Mercer","167",,"6","9999",,"9999","3","Kentucky","21",,,,,"Mercer County",16859,324,1039,608,188,0,0,49,81
"G2101690","1990",,,,,,,,,,"Metcalfe","169",,"6","9999",,"9999","3","Kentucky","21",,,,,"Metcalfe County",7616,176,711,302,86,0,0,57,15
"G2101710","1990",,,,,,,,,,"Monroe","171",,"6","9999",,"9999","3","Kentucky","21",,,,,"Monroe County",9625,95,683,914,36,0,14,7,27
"G2101730","1990",,,,,,,,,,"Montgomery","173",,"6","9999",,"9999","3","Kentucky","21",,,,,"Montgomery County",17173,119,1247,798,133,8,0,36,47
"G2101750","1990",,,,,,,,,,"Morgan","175",,"6","9999",,"9999","3","Kentucky","21",,,,,"Morgan County",10029,85,1034,404,67,0,0,22,7
"G2101770","1990",,,,,,,,,,"Muhlenberg","177",,"6","9999",,"9999","3","Kentucky","21",,,,,"Muhlenberg County",26682,189,2589,1526,240,0,6,47,39
"G2101790","1990",,,,,,,,,,"Nelson","179",,"6","9999",,"9999","3","Kentucky","21",,,,,"Nelson County",26995,282,1303,727,196,0,0,73,134
"G2101810","1990",,,,,,,,,,"Nicholas","181",,"6","9999",,"9999","3","Kentucky","21",,,,,"Nicholas County",6284,13,235,154,22,0,0,15,2
"G2101830","1990",,,,,,,,,,"Ohio","183",,"6","9999",,"9999","3","Kentucky","21",,,,,"Ohio County",18298,82,1713,752,147,0,0,48,65
"G2101850","1990",,,,,,,,,,"Oldham","185",,"6","4520",,"9999","3","Kentucky","21",,,,,"Oldham County",22589,1707,4739,2867,733,0,2,209,417
"G2101870","1990",,,,,,,,,,"Owen","187",,"6","9999",,"9999","3","Kentucky","21",,,,,"Owen County",7481,79,1038,354,60,0,0,9,14
"G2101890","1990",,,,,,,,,,"Owsley","189",,"6","9999",,"9999","3","Kentucky","21",,,,,"Owsley County",4619,0,344,60,0,0,0,0,13
"G2101910","1990",,,,,,,,,,"Pendleton","191",,"6","9999",,"9999","3","Kentucky","21",,,,,"Pendleton County",10243,67,1209,417,64,0,2,19,15
"G2101930","1990",,,,,,,,,,"Perry","193",,"6","9999",,"9999","3","Kentucky","21",,,,,"Perry County",27305,92,1862,797,105,0,6,49,67
"G2101950","1990",,,,,,,,,,"Pike","195",,"6","9999",,"9999","3","Kentucky","21",,,,,"Pike County",57814,221,4493,9535,228,10,0,70,212
"G2101970","1990",,,,,,,,,,"Powell","197",,"6","9999",,"9999","3","Kentucky","21",,,,,"Powell County",10304,70,835,377,74,0,0,12,14
"G2101990","1990",,,,,,,,,,"Pulaski","199",,"6","9999",,"9999","3","Kentucky","21",,,,,"Pulaski County",39969,398,5703,2812,375,0,0,93,139
"G2102010","1990",,,,,,,,,,"Robertson","201",,"6","9999",,"9999","3","Kentucky","21",,,,,"Robertson County",1950,5,131,31,5,0,0,2,0
"G2102030","1990",,,,,,,,,,"Rockcastle","203",,"6","9999",,"9999","3","Kentucky","21",,,,,"Rockcastle County",13099,55,1153,365,67,0,0,9,55
"G2102050","1990",,,,,,,,,,"Rowan","205",,"6","9999",,"9999","3","Kentucky","21",,,,,"Rowan County",15305,285,3083,1266,191,0,0,70,153
"G2102070","1990",,,,,,,,,,"Russell","207",,"6","9999",,"9999","3","Kentucky","21",,,,,"Russell County",12344,65,1715,395,121,0,0,35,41
"G2102090","1990",,,,,,,,,,"Scott","209",,"6","4280",,"9999","3","Kentucky","21",,,,,"Scott County",18988,547,2299,1628,226,0,0,81,98
"G2102110","1990",,,,,,,,,,"Shelby","211",,"6","4520",,"9999","3","Kentucky","21",,,,,"Shelby County",21252,415,1499,1344,128,7,0,93,86
"G2102130","1990",,,,,,,,,,"Simpson","213",,"6","9999",,"9999","3","Kentucky","21",,,,,"Simpson County",10978,73,1085,2788,121,0,0,8,92
"G2102150","1990",,,,,,,,,,"Spencer","215",,"6","9999",,"9999","3","Kentucky","21",,,,,"Spencer County",6223,24,284,200,45,0,0,5,20
"G2102170","1990",,,,,,,,,,"Taylor","217",,"6","9999",,"9999","3","Kentucky","21",,,,,"Taylor County",18589,179,1316,854,128,0,0,18,62
"G2102190","1990",,,,,,,,,,"Todd","219",,"6","9999",,"9999","3","Kentucky","21",,,,,"Todd County",8134,118,724,1808,101,3,0,26,26
"G2102210","1990",,,,,,,,,,"Trigg","221",,"6","9999",,"9999","3","Kentucky","21",,,,,"Trigg County",7776,197,1248,889,100,8,0,63,80
"G2102230","1990",,,,,,,,,,"Trimble","223",,"6","9999",,"9999","3","Kentucky","21",,,,,"Trimble County",4034,83,1687,208,28,0,0,23,27
"G2102250","1990",,,,,,,,,,"Union","225",,"6","9999",,"9999","3","Kentucky","21",,,,,"Union County",12205,390,1683,1961,157,43,50,6,62
"G2102270","1990",,,,,,,,,,"Warren","227",,"6","9999",,"9999","3","Kentucky","21",,,,,"Warren County",55330,1536,9014,8257,1218,5,0,393,920
"G2102290","1990",,,,,,,,,,"Washington","229",,"6","9999",,"9999","3","Kentucky","21",,,,,"Washington County",9800,75,272,170,80,0,6,27,11
"G2102310","1990",,,,,,,,,,"Wayne","231",,"6","9999",,"9999","3","Kentucky","21",,,,,"Wayne County",14803,148,1665,763,61,0,21,0,7
"G2102330","1990",,,,,,,,,,"Webster","233",,"6","9999",,"9999","3","Kentucky","21",,,,,"Webster County",11533,150,1524,522,148,0,0,35,43
"G2102350","1990",,,,,,,,,,"Whitley","235",,"6","9999",,"9999","3","Kentucky","21",,,,,"Whitley County",22690,297,3982,5797,347,0,0,112,101
"G2102370","1990",,,,,,,,,,"Wolfe","237",,"6","9999",,"9999","3","Kentucky","21",,,,,"Wolfe County",5729,30,591,105,25,0,0,23,0
"G2102390","1990",,,,,,,,,,"Woodford","239",,"6","4280",,"9999","3","Kentucky","21",,,,,"Woodford County",15786,522,1951,1187,364,5,0,38,102
"G2200010","1990",,,,,,,,,,"Acadia","001",,"7","9999",,"9999","3","Louisiana","22",,,,,"Acadia Parish",52575,210,398,2143,280,19,0,85,172
"G2200030","1990",,,,,,,,,,"Allen","003",,"7","9999",,"9999","3","Louisiana","22",,,,,"Allen Parish",18000,136,333,1762,231,26,26,47,665
"G2200050","1990",,,,,,,,,,"Ascension","005",,"7","0760",,"9999","3","Louisiana","22",,,,,"Ascension Parish",48902,539,1524,5821,560,16,64,117,671
"G2200070","1990",,,,,,,,,,"Assumption","007",,"7","9999",,"9999","3","Louisiana","22",,,,,"Assumption Parish",21705,58,136,687,65,0,0,15,87
"G2200090","1990",,,,,,,,,,"Avoyelles","009",,"7","9999",,"9999","3","Louisiana","22",,,,,"Avoyelles Parish",36296,135,385,1583,265,0,0,93,402
"G2200110","1990",,,,,,,,,,"Beauregard","011",,"7","9999",,"9999","3","Louisiana","22",,,,,"Beauregard Parish",20883,464,1432,5630,822,12,12,384,444
"G2200130","1990",,,,,,,,,,"Bienville","013",,"7","9999",,"9999","3","Louisiana","22",,,,,"Bienville Parish",14204,87,213,1256,168,0,0,31,20
"G2200150","1990",,,,,,,,,,"Bossier","015",,"7","7680",,"9999","3","Louisiana","22",,,,,"Bossier Parish",48335,3420,6962,20065,3997,105,79,1453,1672
"G2200170","1990",,,,,,,,,,"Caddo","017",,"7","7680",,"9999","3","Louisiana","22",,,,,"Caddo Parish",182229,3887,10772,42679,5027,72,20,1286,2281
"G2200190","1990",,,,,,,,,,"Calcasieu","019",,"7","3960",,"9999","3","Louisiana","22",,,,,"Calcasieu Parish",134491,2277,5022,21356,3030,92,18,675,1173
"G2200210","1990",,,,,,,,,,"Caldwell","021",,"7","9999",,"9999","3","Louisiana","22",,,,,"Caldwell Parish",8503,52,153,924,73,0,0,27,78
"G2200230","1990",,,,,,,,,,"Cameron","023",,"7","9999",,"9999","3","Louisiana","22",,,,,"Cameron Parish",7637,72,163,1183,57,5,0,24,119
"G2200250","1990",,,,,,,,,,"Catahoula","025",,"7","9999",,"9999","3","Louisiana","22",,,,,"Catahoula Parish",8696,49,177,2059,80,0,0,0,4
"G2200270","1990",,,,,,,,,,"Claiborne","027",,"7","9999",,"9999","3","Louisiana","22",,,,,"Claiborne Parish",14373,188,238,2344,192,0,0,41,29
"G2200290","1990",,,,,,,,,,"Concordia","029",,"7","9999",,"9999","3","Louisiana","22",,,,,"Concordia Parish",12187,104,313,7956,169,2,0,31,66
"G2200310","1990",,,,,,,,,,"De Soto","031",,"7","9999",,"9999","3","Louisiana","22",,,,,"De Soto Parish",20651,130,517,3595,296,7,1,43,106
"G2200330","1990",,,,,,,,,,"East Baton Rouge","033",,"7","0760",,"9999","3","Louisiana","22",,,,,"East Baton Rouge Parish",284147,7190,15207,55679,6469,152,83,1741,9437
"G2200350","1990",,,,,,,,,,"East Carroll","035",,"7","9999",,"9999","3","Louisiana","22",,,,,"East Carroll Parish",7798,5,222,1544,97,0,0,15,28
"G2200370","1990",,,,,,,,,,"East Feliciana","037",,"7","9999",,"9999","3","Louisiana","22",,,,,"East Feliciana Parish",15734,144,256,2562,216,13,0,131,155
"G2200390","1990",,,,,,,,,,"Evangeline","039",,"7","9999",,"9999","3","Louisiana","22",,,,,"Evangeline Parish",31579,77,226,1098,135,0,0,80,79
"G2200410","1990",,,,,,,,,,"Franklin","041",,"7","9999",,"9999","3","Louisiana","22",,,,,"Franklin Parish",19673,66,182,2183,222,0,0,35,26
"G2200430","1990",,,,,,,,,,"Grant","043",,"7","9999",,"9999","3","Louisiana","22",,,,,"Grant Parish",14489,146,451,2024,256,5,0,82,73
"G2200450","1990",,,,,,,,,,"Iberia","045",,"7","9999",,"9999","3","Louisiana","22",,,,,"Iberia Parish",61732,468,789,3488,620,67,7,107,1019
"G2200470","1990",,,,,,,,,,"Iberville","047",,"7","9999",,"9999","3","Louisiana","22",,,,,"Iberville Parish",28971,104,270,1183,222,41,13,58,187
"G2200490","1990",,,,,,,,,,"Jackson","049",,"7","9999",,"9999","3","Louisiana","22",,,,,"Jackson Parish",13948,74,257,1227,175,0,0,14,10
"G2200510","1990",,,,,,,,,,"Jefferson","051",,"7","5560",,"9999","3","Louisiana","22",,,,,"Jefferson Parish",336561,11389,16036,47633,7194,700,226,2232,26335
"G2200530","1990",,,,,,,,,,"Jefferson Davis","053",,"7","9999",,"9999","3","Louisiana","22",,,,,"Jefferson Davis Parish",27961,187,425,1630,289,0,0,101,129
"G2200550","1990",,,,,,,,,,"Lafayette","055",,"7","3880",,"9999","3","Louisiana","22",,,,,"Lafayette Parish",133870,2044,5464,16340,3018,63,38,815,3110
"G2200570","1990",,,,,,,,,,"Lafourche","057",,"7","3350",,"9999","3","Louisiana","22",,,,,"Lafourche Parish",78429,521,1069,4352,617,35,6,187,644
"G2200590","1990",,,,,,,,,,"La Salle","059",,"7","9999",,"9999","3","Louisiana","22",,,,,"La Salle Parish",11548,60,219,1536,205,0,0,29,65
"G2200610","1990",,,,,,,,,,"Lincoln","061",,"7","9999",,"9999","3","Louisiana","22",,,,,"Lincoln Parish",30538,586,1938,6487,1178,15,0,198,805
"G2200630","1990",,,,,,,,,,"Livingston","063",,"7","0760",,"9999","3","Louisiana","22",,,,,"Livingston Parish",55726,991,2158,10057,1112,11,6,190,275
"G2200650","1990",,,,,,,,,,"Madison","065",,"7","9999",,"9999","3","Louisiana","22",,,,,"Madison Parish",9079,50,189,2953,154,0,0,14,24
"G2200670","1990",,,,,,,,,,"Morehouse","067",,"7","9999",,"9999","3","Louisiana","22",,,,,"Morehouse Parish",25968,150,586,4647,480,0,5,62,40
"G2200690","1990",,,,,,,,,,"Natchitoches","069",,"7","9999",,"9999","3","Louisiana","22",,,,,"Natchitoches Parish",30763,345,981,3501,628,14,28,175,254
"G2200710","1990",,,,,,,,,,"Orleans","071",,"7","5560",,"9999","3","Louisiana","22",,,,,"Orleans Parish",384582,12200,15380,53797,7407,574,257,1957,20784
"G2200730","1990",,,,,,,,,,"Ouachita","073",,"7","5200",,"9999","3","Louisiana","22",,,,,"Ouachita Parish",110840,1591,4885,20483,2483,69,35,544,1261
"G2200750","1990",,,,,,,,,,"Plaquemines","075",,"7","9999",,"9999","3","Louisiana","22",,,,,"Plaquemines Parish",20157,412,953,2724,498,12,6,133,680
"G2200770","1990",,,,,,,,,,"Pointe Coupee","077",,"7","9999",,"9999","3","Louisiana","22",,,,,"Pointe Coupee Parish",20771,102,305,1113,81,0,0,40,128
"G2200790","1990",,,,,,,,,,"Rapides","079",,"7","0220",,"9999","3","Louisiana","22",,,,,"Rapides Parish",101494,2369,5164,16560,2993,100,8,1298,1570
"G2200810","1990",,,,,,,,,,"Red River","081",,"7","9999",,"9999","3","Louisiana","22",,,,,"Red River Parish",8369,41,211,665,75,0,0,19,7
"G2200830","1990",,,,,,,,,,"Richland","083",,"7","9999",,"9999","3","Louisiana","22",,,,,"Richland Parish",17629,71,300,2342,208,0,0,24,55
"G2200850","1990",,,,,,,,,,"Sabine","085",,"7","9999",,"9999","3","Louisiana","22",,,,,"Sabine Parish",18330,169,621,2919,400,0,0,108,99
"G2200870","1990",,,,,,,,,,"St Bernard","087",,"7","5560",,"9999","3","Louisiana","22",,,,,"St. Bernard Parish",58549,776,974,4184,493,45,14,180,1416
"G2200890","1990",,,,,,,,,,"St Charles","089",,"7","5560",,"9999","3","Louisiana","22",,,,,"St. Charles Parish",34364,728,1494,4492,532,108,0,188,531
"G2200910","1990",,,,,,,,,,"St Helena","091",,"7","9999",,"9999","3","Louisiana","22",,,,,"St. Helena Parish",8634,77,123,963,44,0,0,16,17
"G2200930","1990",,,,,,,,,,"St James","093",,"7","9999",,"9999","3","Louisiana","22",,,,,"St. James Parish",20302,37,94,319,39,0,0,27,61
"G2200950","1990",,,,,,,,,,"St John The Baptist","095",,"7","5560",,"9999","3","Louisiana","22",,,,,"St. John the Baptist Parish",32871,620,1306,3666,541,48,20,201,723
"G2200970","1990",,,,,,,,,,"St Landry","097",,"7","9999",,"9999","3","Louisiana","22",,,,,"St. Landry Parish",75500,332,601,3112,454,19,0,102,211
"G2200990","1990",,,,,,,,,,"St Martin","099",,"7","3880",,"9999","3","Louisiana","22",,,,,"St. Martin Parish",41446,174,373,1350,184,3,0,51,397
"G2201010","1990",,,,,,,,,,"St Mary","101",,"7","9999",,"9999","3","Louisiana","22",,,,,"St. Mary Parish",50185,527,951,4498,569,13,15,164,1164
"G2201030","1990",,,,,,,,,,"St Tammany","103",,"7","5560",,"9999","3","Louisiana","22",,,,,"St. Tammany Parish",94547,5215,9664,27751,3878,134,56,788,2475
"G2201050","1990",,,,,,,,,,"Tangipahoa","105",,"7","9999",,"9999","3","Louisiana","22",,,,,"Tangipahoa Parish",69749,906,2495,10618,965,20,27,225,704
"G2201070","1990",,,,,,,,,,"Tensas","107",,"7","9999",,"9999","3","Louisiana","22",,,,,"Tensas Parish",5437,53,151,1325,104,0,0,5,28
"G2201090","1990",,,,,,,,,,"Terrebonne","109",,"7","3350",,"9999","3","Louisiana","22",,,,,"Terrebonne Parish",85982,773,1852,6144,976,28,11,306,910
"G2201110","1990",,,,,,,,,,"Union","111",,"7","9999",,"9999","3","Louisiana","22",,,,,"Union Parish",16593,147,345,3097,379,0,7,39,83
"G2201130","1990",,,,,,,,,,"Vermilion","113",,"7","9999",,"9999","3","Louisiana","22",,,,,"Vermilion Parish",46301,208,391,2075,383,2,0,75,620
"G2201150","1990",,,,,,,,,,"Vernon","115",,"7","9999",,"9999","3","Louisiana","22",,,,,"Vernon Parish",24572,3629,7357,17148,4213,324,164,2341,2213
"G2201170","1990",,,,,,,,,,"Washington","117",,"7","9999",,"9999","3","Louisiana","22",,,,,"Washington Parish",34145,279,676,7402,464,8,0,13,198
"G2201190","1990",,,,,,,,,,"Webster","119",,"7","9999",,"9999","3","Louisiana","22",,,,,"Webster Parish",31946,322,1170,7443,808,10,8,143,139
"G2201210","1990",,,,,,,,,,"West Baton Rouge","121",,"7","0760",,"9999","3","Louisiana","22",,,,,"West Baton Rouge Parish",17568,121,292,1221,121,1,0,20,75
"G2201230","1990",,,,,,,,,,"West Carroll","123",,"7","9999",,"9999","3","Louisiana","22",,,,,"West Carroll Parish",9216,32,242,2462,115,0,0,8,18
"G2201250","1990",,,,,,,,,,"West Feliciana","125",,"7","9999",,"9999","3","Louisiana","22",,,,,"West Feliciana Parish",9959,202,385,2006,195,8,0,78,82
"G2201270","1990",,,,,,,,,,"Winn","127",,"7","9999",,"9999","3","Louisiana","22",,,,,"Winn Parish",14323,69,187,1328,272,0,0,16,74
"G2300010","1990",,,,,,,,,,"Androscoggin","001",,"1","####",,"9999","1","Maine","23",,,,,"Androscoggin County",80800,12443,2294,3649,1561,36,21,802,3653
"G2300030","1990",,,,,,,,,,"Aroostook","003",,"1","9999",,"9999","1","Maine","23",,,,,"Aroostook County",62384,8812,3025,3508,1848,26,69,2548,4716
"G2300050","1990",,,,,,,,,,"Cumberland","005",,"1","####",,"9999","1","Maine","23",,,,,"Cumberland County",157458,51840,9176,9574,5122,129,54,1831,7951
"G2300070","1990",,,,,,,,,,"Franklin","007",,"1","9999",,"9999","1","Maine","23",,,,,"Franklin County",21293,5129,560,852,439,6,0,189,540
"G2300090","1990",,,,,,,,,,"Hancock","009",,"1","9999",,"9999","1","Maine","23",,,,,"Hancock County",31190,9278,1875,2111,1011,16,18,357,1092
"G2300110","1990",,,,,,,,,,"Kennebec","011",,"1","9999",,"9999","1","Maine","23",,,,,"Kennebec County",87003,17238,2727,3057,1675,23,44,943,3194
"G2300130","1990",,,,,,,,,,"Knox","013",,"1","9999",,"9999","1","Maine","23",,,,,"Knox County",24547,7744,1201,1365,630,14,1,247,561
"G2300150","1990",,,,,,,,,,"Lincoln","015",,"1","9999",,"9999","1","Maine","23",,,,,"Lincoln County",19261,7540,1106,1094,536,5,8,170,637
"G2300170","1990",,,,,,,,,,"Oxford","017",,"1","9999",,"9999","1","Maine","23",,,,,"Oxford County",38038,10191,1027,1393,633,23,4,356,937
"G2300190","1990",,,,,,,,,,"Penobscot","019",,"1","####",,"9999","1","Maine","23",,,,,"Penobscot County",109742,21028,3780,4403,2380,57,31,1282,3898
"G2300210","1990",,,,,,,,,,"Piscataquis","021",,"1","9999",,"9999","1","Maine","23",,,,,"Piscataquis County",14024,3086,379,459,202,0,0,114,389
"G2300230","1990",,,,,,,,,,"Sagadahoc","023",,"1","9999",,"9999","1","Maine","23",,,,,"Sagadahoc County",20387,6226,1895,2546,1231,25,34,359,832
"G2300250","1990",,,,,,,,,,"Somerset","025",,"1","9999",,"9999","1","Maine","23",,,,,"Somerset County",37875,7990,926,1242,537,19,4,220,954
"G2300270","1990",,,,,,,,,,"Waldo","027",,"1","####",,"9999","1","Maine","23",,,,,"Waldo County",22996,6969,975,882,452,0,2,227,515
"G2300290","1990",,,,,,,,,,"Washington","029",,"1","9999",,"9999","1","Maine","23",,,,,"Washington County",25390,5125,852,966,517,3,5,894,1556
"G2300310","1990",,,,,,,,,,"York","031",,"1","####",,"9999","1","Maine","23",,,,,"York County",88542,56684,4503,5745,2992,76,25,1149,4871
"G2400010","1990",,,,,,,,,,"Allegany","001",,"5","1900",,"9999","3","Maryland","24",,,,,"Allegany County",55478,6044,1855,9906,654,7,0,225,777
"G2400030","1990",,,,,,,,,,"Anne Arundel","003",,"5","0720",,"9999","3","Maryland","24",,,,,"Anne Arundel County",227182,59223,26185,79825,13048,861,236,7412,13267
"G2400050","1990",,,,,,,,,,"Baltimore","005",,"5","0720",,"9999","3","Maryland","24",,,,,"Baltimore County",478825,74169,23575,70288,7557,874,225,4118,32503
"G2400090","1990",,,,,,,,,,"Calvert","009",,"5","8840",,"9999","3","Maryland","24",,,,,"Calvert County",26093,5292,2617,14884,1258,35,6,340,847
"G2400110","1990",,,,,,,,,,"Caroline","011",,"5","9999",,"9999","3","Maryland","24",,,,,"Caroline County",18353,2511,518,4873,301,28,6,137,308
"G2400130","1990",,,,,,,,,,"Carroll","013",,"5","0720",,"9999","3","Maryland","24",,,,,"Carroll County",85855,17288,4420,11957,1452,64,11,770,1555
"G2400150","1990",,,,,,,,,,"Cecil","015",,"5","6162",,"9160","3","Maryland","24",,,,,"Cecil County",32909,13807,2386,19909,735,103,21,445,1032
"G2400170","1990",,,,,,,,,,"Charles","017",,"5","8840",,"9999","3","Maryland","24",,,,,"Charles County",40542,10256,5184,38283,3213,171,102,1321,2082
"G2400190","1990",,,,,,,,,,"Dorchester","019",,"5","9999",,"9999","3","Maryland","24",,,,,"Dorchester County",24118,2145,571,2611,166,132,0,105,388
"G2400210","1990",,,,,,,,,,"Frederick","021",,"5","8840",,"9999","3","Maryland","24",,,,,"Frederick County",82566,24552,7937,26861,3634,132,74,1379,3073
"G2400230","1990",,,,,,,,,,"Garrett","023",,"5","9999",,"9999","3","Maryland","24",,,,,"Garrett County",18374,4378,883,4217,143,0,0,55,88
"G2400250","1990",,,,,,,,,,"Harford","025",,"5","0720",,"9999","3","Maryland","24",,,,,"Harford County",113030,24174,8434,24647,3698,325,46,2758,5020
"G2400270","1990",,,,,,,,,,"Howard","027",,"5","0720",,"9999","3","Maryland","24",,,,,"Howard County",80619,33684,16051,36785,5668,342,105,2707,11367
"G2400290","1990",,,,,,,,,,"Kent","029",,"5","9999",,"9999","3","Maryland","24",,,,,"Kent County",11184,2984,503,2269,216,9,0,89,588
"G2400310","1990",,,,,,,,,,"Montgomery","031",,"5","8840",,"9999","3","Maryland","24",,,,,"Montgomery County",153551,142316,62033,216908,28032,2427,451,10143,141166
